spotid	spotname	geo-coordinates
7402707	my C.A.P.G.	POINT(-73.8151125 40.690508)
1801727	Revolution 	POINT(-73.77545613 40.64602315)
17417	JFK Terminal 5	POINT(-73.7757790089 40.6457243197)
1185522	Veggie Castle II	POINT(-73.8138646588 40.6908842694)
6642678	A Train To JFK	POINT(-73.837319617 40.673549317)
7486622	Exofficio	POINT(-73.77554905 40.64580094)
2384203	Famiglia Pizzeria	POINT(-73.775459679 40.645814427)
4220377	Philly Cheesesteaks	POINT(-73.775402518 40.645744545)
2439048	Lucy's Asian Kitchen	POINT(-73.77545388 40.645688964)
7595397	A320 Model Jet Engine Term 5	POINT(-73.775253898 40.645807343)
1265987	Comair Crewroom	POINT(-73.786590634 40.639305184)
7136022	New York	POINT(-73.775293035 40.645734081)
7134342	Sports Radio WFAN 66 AM	POINT(-73.775256562 40.645744494)
6878900	Brighton	POINT(-73.775121381 40.645787208)
641765	Gourmet On The Fly	POINT(-73.78711265 40.6389805167)
6400693	Centreville Playground	POINT(-73.839260433 40.669853233)
4595878	Gulf	POINT(-73.810000199 40.692166988)
7154283	Velocity Bar	POINT(-73.775274705 40.645355815)
551246	Terminal 3 Ground Transportation	POINT(-73.7862226333 40.6390784)
1375839	Roma View	POINT(-73.839204162 40.658261234)
1038417	Laurelton LIRR Station	POINT(-73.76683777 40.6563605)
4694324	New York Sports Grill	POINT(-73.774403551 40.645808949)
2948714	Z Pizza	POINT(-73.782281622 40.640591149)
711068	Starbucks	POINT(-73.8401964223 40.661317741)
641834	Tech Showcase	POINT(-73.7871372333 40.6383562)
7594326	jetBlue Gate 8	POINT(-73.774642008 40.645276997)
6476868	Cross Bay Diner	POINT(-73.8391861 40.6569279)
641795	Sunglass Hut	POINT(-73.78541415 40.63896555)
364037	New Park Pizza	POINT(-73.8404798706 40.662703714)
69584	Gap	POINT(-73.8392978 40.6569017)
2516399	Illy	POINT(-73.773694859 40.645781636)
808300	Brother's Italian Food World	POINT(-73.8390289919 40.6556838376)
101727	Empire Buffet	POINT(-73.838931 40.6553014)
6525247	La Nora	POINT(-73.8404908102 40.6602057966)
200987	Wines & Spirits of Howard Beach	POINT(-73.8401038167 40.6583315833)
7545048	Romeo's Pizza	POINT(-73.831064701 40.684022625)
1158059	Matteo's Family Style Ristorante	POINT(-73.8411562 40.6642342)
7522525	VFW 	POINT(-73.8412570953 40.6638336182)
753554	Terminal 3 Food Court	POINT(-73.7861162424 40.6380229409)
808449	Brother's Ravioli	POINT(-73.8389195833 40.6542545667)
641820	Brookstone	POINT(-73.7858592667 40.6380896333)
641824	Duty Free	POINT(-73.7858592667 40.6380896333)
1214175	Prima Pasta	POINT(-73.838975117 40.654307917)
7355054	Burger King	POINT(-73.839111 40.6545555667)
419751	Starbucks Coffee	POINT(-73.7858104706 40.6380677189)
641826	Chili's Too	POINT(-73.78615865 40.6379329667)
1462516	Waterview Diner-Restaurant	POINT(-73.8376694888 40.6516574044)
499727	Balducci's 	POINT(-73.7858438667 40.6379101667)
7398759	Delta Gate 10	POINT(-73.786353441 40.637703236)
1485052	Capital One	POINT(-73.841630467 40.664603933)
6750132	Relay	POINT(-73.785862364 40.63784903)
336140	Carosello	POINT(-73.838183 40.6521303167)
419753	Burger King 	POINT(-73.7859949167 40.6376568667)
419757	Sbarro	POINT(-73.7859949167 40.6376568667)
202302	Dunkin' Donuts	POINT(-73.8383974833 40.65206285)
6191171	MTA 111 St [A]	POINT(-73.832178 40.684354)
1480176	Lenny's Pizza	POINT(-73.8380008936 40.6506693363)
527764	Virgin	POINT(-73.7856114 40.6372053667)
6917012	Tropical Jade Garden Restaurant 	POINT(-73.833793667 40.683789767)
1110510	O Lavrador	POINT(-73.8094646154 40.6945293)
1515498	Home	POINT(-73.84026582 40.675557075)
1038404	LIRR Locust Manor 	POINT(-73.76500145 40.6752438667)
1226143	Aura Ultra	POINT(-73.83645421 40.68164324)
123249	Roy Wilkins Park	POINT(-73.7730957 40.6856699333)
123245	Laten's Place	POINT(-73.7730085333 40.68561975)
7493086	Delta Gate 5	POINT(-73.782703132 40.636900174)
4265512	Hertz JFK	POINT(-73.844295 40.663998)
5110141	Farm Fried Chicken	POINT(-73.76988915 40.683832867)
6191215	MTA 104 St [A]	POINT(-73.837668 40.681711)
1219928	Comfort Inn & Suites	POINT(-73.84323298 40.67212957)
4888682	Addabbo	POINT(-73.836067358 40.64452859)
3335740	My F250 Truck	POINT(-73.787695598 40.694679641)
3250204	DEP	POINT(-73.787104569 40.694567206)
6385909	LMC Lube	POINT(-73.843980664 40.673189908)
7087985	Sihk Cultural Society 	POINT(-73.8279164667 40.6908154833)
6373744	106th Precinct	POINT(-73.839630127 40.681495667)
123265	Subway	POINT(-73.7656082667 40.6817106333)
123263	Lorna's Restaurant	POINT(-73.7655850667 40.6816930833)
7313691	Mamasita	POINT(-73.845543582 40.657832023)
861512	International House of Pancakes	POINT(-73.8411394278 40.6811496633)
1121920	Greater Allen AME Cathedral of New York	POINT(-73.7814398333 40.6950682)
1037668	Jamaica Airtrain	POINT(-73.8084468 40.6989748667)
6966827	Tandoori Hut	POINT(-73.827390913 40.693903696)
431440	MTA Rockaway Blvd [A]	POINT(-73.843857497 40.6804224139)
1967403	QM15 Express Bus	POINT(-73.844401567 40.680109983)
28031	Jamaica LIRR Station	POINT(-73.8085234165 40.6997066969)
93746	Atlas Gas Station	POINT(-73.7854113333 40.69755765)
7003592	Pinnacle Electric	POINT(-73.8186250294 40.6980325258)
390066	IS 8	POINT(-73.7855149333 40.6977275667)
390059	C-Town	POINT(-73.78549235 40.6977426333)
361404	CVS	POINT(-73.8443673833 40.6815267167)
542653	Jamaica Multiplex	POINT(-73.80072718 40.70057284)
1256225	Viña del Mar	POINT(-73.8088345528 40.7006176913)
7544286	West Indian Deli	POINT(-73.839497566 40.688122967)
6413280	Sutphin Blvd/Archer Ave Air Train	POINT(-73.80906343 40.70075041)
1302641	Crown Fried Chicken	POINT(-73.807797554 40.700893908)
7570211	Hell	POINT(-73.84001601 40.68838668)
7479470	The Spot	POINT(-73.83999303 40.6884262)
278428	Jamaica Hospital Medical Center	POINT(-73.8164520264 40.7001947312)
820758	Rincon Salvadoreño	POINT(-73.8053315878 40.7017117739)
1256320	El OK Salvadoreño	POINT(-73.8071393967 40.7018214863)
3562636	Shake Crib	POINT(-73.785566733 40.69969505)
89639	York College	POINT(-73.7960707167 40.7017115667)
244272	Imam Al-Khoei Islamic Center	POINT(-73.8149768114 40.701138254)
1176793	The Quiet Man Bar	POINT(-73.844958544 40.684616539)
1535769	Rufus King Park	POINT(-73.804350529 40.702482632)
187053	Capital One Bank	POINT(-73.8080250667 40.7022940333)
7485610	Fitzgerald Playground 	POINT(-73.83992297 40.6900311)
543760	Merrick And Farmers	POINT(-73.7612116 40.6864412167)
7602409	BushDonkey 	POINT(-73.82397505 40.69950137)
1717068	Jamaican Flavors	POINT(-73.8018122157 40.7030295711)
548650	St Albans LIRR Station	POINT(-73.7652705333 40.6906567333)
7593856	Jet Blue Airlines 	POINT(-73.77848708 40.63045203)
262517	Dunkin' Donuts/Baskin Robbins	POINT(-73.8135686517 40.7023074717)
333616	Deli	POINT(-73.81534659 40.70198941)
109192	VP Records/Riddim Driven Clothing	POINT(-73.81522015 40.7020326)
249570	McDonald's	POINT(-73.8143277168 40.7023095051)
1233222	Super 8	POINT(-73.8129651546 40.7026185819)
276678	King Chef	POINT(-73.8146766833 40.70245205)
160710	Subway	POINT(-73.8146924167 40.7025042333)
576346	Ryan's Crib	POINT(-73.8542757333 40.6665346333)
7562497	Chuck's Place 	POINT(-73.850306435 40.67983753)
7504227	 Broadway Junction Q 24	POINT(-73.8166934252 40.7022804022)
587890	R&S Strauss	POINT(-73.7907759167 40.7026996833)
587765	Pep Boys	POINT(-73.7908090333 40.7027138667)
281060	Tonpete Hardware	POINT(-73.8149312139 40.7026592498)
262206	Wendy's	POINT(-73.8141211867 40.7028097207)
587762	World Wide Auto Repair	POINT(-73.7908128167 40.7027247333)
1295468	Bling Cuts	POINT(-73.7650609016 40.6915301085)
276675	Clarion Hotel	POINT(-73.8152289391 40.7026633165)
624949	Blockbuster Video	POINT(-73.7542225 40.6786709333)
261259	Jamaica—Van Wyck Station	POINT(-73.8168382645 40.7024396429)
281077	Gulf - Express Auto	POINT(-73.8157224655 40.7027324519)
657255	Linden Nails	POINT(-73.7654821167 40.6921964167)
7485041	Payomatic	POINT(-73.84266391 40.69001386)
1209334	111 Street Station	POINT(-73.836258533 40.694945533)
1039944	LIRR Laurelton	POINT(-73.7504873333 40.6680686333)
4125790	The Van Wyck Expressway	POINT(-73.816199067 40.702984783)
208435	Supreme Court, Civil	POINT(-73.8087033 40.7040734)
6434600	Clarion Hotel	POINT(-73.817153 40.702874)
267854	Best Western - Jamaica, NY	POINT(-73.8171156 40.70289087)
6993816	Planet Fitness	POINT(-73.8191127777 40.702521801)
6191534	MTA 88 St [A]	POINT(-73.851495 40.679839)
161965	Pathmark	POINT(-73.7538646586 40.6797730637)
1127823	Side Pocket	POINT(-73.8304485833 40.6986314167)
6548483	P.S. 121	POINT(-73.82254534 40.7016716)
7284747	La Casa Peine	POINT(-73.85548353 40.66141915)
6883518	Nemo Tile	POINT(-73.766014072 40.693383237)
5422040	Top Tier Physical Medicine & rehabilitation  	POINT(-73.830594333 40.69871902)
6925680	Trade Fair	POINT(-73.8216755315 40.7020930871)
287537	KFC	POINT(-73.8152557611 40.703643405)
1677212	Home Sweet Home	POINT(-73.8512122 40.68119263)
3794559	E Train	POINT(-73.81843841 40.70321696)
293476	Mobil	POINT(-73.8148346543 40.7040561765)
7226941	Richmond Hill High School	POINT(-73.8378452 40.69525247)
7588500	Archer Car Wash & Detail Center	POINT(-73.792891777 40.704550514)
1004035	Clean Rite	POINT(-73.830783 40.699265)
6518512	Worksman Cycles Industrial Park	POINT(-73.84908062 40.68516999)
284484	Policano's Italian Sausage	POINT(-73.8560115667 40.6705959167)
1337571	Gamestop	POINT(-73.77153766 40.6978293)
277945	Gulf	POINT(-73.81543635 40.7042544333)
293475	Mobil	POINT(-73.8155363333 40.7042738667)
598296	Gap Generation	POINT(-73.7930875338 40.7048896257)
293776	Toyota Dealership	POINT(-73.8149285316 40.7045055455)
293779	Hillside Honda	POINT(-73.8142204285 40.7046438123)
2820616	Community Mediation Svc	POINT(-73.79826059 40.705504055)
6355284	Kaieteur Restaurant	POINT(-73.831090897 40.699607361)
1295782	Get A Hair Cut	POINT(-73.809558 40.7053942)
3458211	Clean World 	POINT(-73.818665946 40.7040721)
3299536	Arc De Triomphe	POINT(-73.83458949 40.698314043)
1582923	Queens Public Library Central Branch	POINT(-73.79539668 40.70575529)
1338352	Punto Rojo Bakery Coffee	POINT(-73.8085673984 40.7059033074)
6539834	The Hustle Barbershop	POINT(-73.8201642036 40.7040560246)
6539823	The Hustle Bareber Shop	POINT(-73.8201642036 40.704061389)
1253380	Jamaica Station	POINT(-73.76972723 40.69788831)
1175509	Cameo Pet Shop	POINT(-73.8334786892 40.6993081329)
3284410	DEP 24	POINT(-73.77796936 40.702097794)
560224	Linden Multiplex Theater	POINT(-73.85453832 40.68006592)
1681764	Moonlight Daycare	POINT(-73.856288733 40.676236017)
645932	Wayside Auto Body Inc	POINT(-73.816151619 40.7056767375)
7222851	Weisman Home Oulets	POINT(-73.750273547 40.679366994)
3928146	Paul Michaels Brick Oven Cafe	POINT(-73.825180522 40.703535239)
1687096	AirTrain To JFK Sutph 	POINT(-73.80459576 40.70706814)
6532895	Jamaica Train Station	POINT(-73.8038876 40.70730233)
656358	Car Wash	POINT(-73.7492092333 40.6786447333)
632847	New Life Christian Bookstore	POINT(-73.8167561448 40.7061937017)
7472603	UN Auto Services Inc	POINT(-73.803851544 40.707541222)
6355267	Pizza Hut	POINT(-73.851868222 40.686291055)
1074711	Olympic Diner	POINT(-73.8317047238 40.7016506863)
1716847	Jamaican Flavors - 165 & Jamaica Ave	POINT(-73.795965 40.707389)
1180695	VIM	POINT(-73.81872342 40.70610885)
267638	Sonoco	POINT(-73.8172781467 40.7065957834)
7068761	Dog Days and Cat Nights	POINT(-73.8327777778 40.7016666667)
131139	103 Precinct	POINT(-73.7926638167 40.7077349167)
7383020	Sylhet Motors Inc.	POINT(-73.800773546 40.70843351)
806704	Home	POINT(-73.8302398045 40.7032923845)
245945	Mamoon Iqbal DDS	POINT(-73.80148112 40.70877265)
131129	Dmv	POINT(-73.7912474833 40.70797725)
6877691	The Baird	POINT(-74.2583491 40.7505067667)
1157953	Giorgio's Ristorante	POINT(-74.25859815 40.74697075)
171176	Sparkhouse Kids	POINT(-74.2581689167 40.7465322)
6731801	Floods Hill	POINT(-74.2593072333 40.7501663)
921345	South Mountain Yoga	POINT(-74.2577851439 40.746094517)
6432595	Village Tratoria	POINT(-74.258918943 40.746330183)
682985	Gaslight Brewery	POINT(-74.2593409343 40.7462468434)
755026	Above Restaurant	POINT(-74.2598839667 40.7463492667)
1396714	Kids Docs	POINT(-74.25828 40.745179)
198538	Village Diner	POINT(-74.2600464667 40.7461345167)
6750395	South Orange Country Day School	POINT(-74.2544788333 40.7530685)
7593179	The Bird House	POINT(-74.250407377 40.750534536)
312777	Clearview Cinema	POINT(-74.2604368373 40.7464983765)
1530741	Coldstone Creamery	POINT(-74.260135257 40.746137187)
628436	Bonte	POINT(-74.2596446933 40.745721586)
313630	Stony's	POINT(-74.2600038333 40.7459288333)
140357	Bunny's	POINT(-74.2605189 40.74634116)
159181	Starbucks	POINT(-74.2602360667 40.7458797167)
6741163	Bank Of America	POINT(-74.2600264 40.7456564)
2436661	Toro Loco	POINT(-74.259932185 40.745573097)
6741162	Dunkin' Donuts	POINT(-74.26007232 40.7456469)
6343673	Ariyoshi	POINT(-74.26110941 40.74673599)
4937839	PNC Bank	POINT(-74.258614 40.74472)
4937870	Family Buffet	POINT(-74.258614 40.74472)
6404840	Kessler Institute for Rehabilitation	POINT(-74.2587482929 40.7447719574)
955588	Harrar Cafe	POINT(-74.2602116 40.7455816)
6798537	Exxon	POINT(-74.2613489889 40.7468363222)
390164	The Resevoir 	POINT(-74.2614414 40.7468947833)
7621752	Grove Park	POINT(-74.2497575283 40.746987462)
825271	Cait & Abby's Daily Bread Bakery	POINT(-74.2611416 40.74619015)
616538	Eden Gourmet	POINT(-74.26121795 40.74612301)
6952817	Harusame Sushi	POINT(-74.258556185 40.744129363)
115030	South Orange Train Station	POINT(-74.2609130333 40.7454521833)
760091	Sharey Tefilo	POINT(-74.2513695333 40.7531459333)
4546430	Montrose School	POINT(-74.255900202 40.754329898)
1517414	Cluck U Chicken	POINT(-74.250013983 40.744785517)
6736103	Marshall School	POINT(-74.24733415 40.74707922)
793561	Mountain Station	POINT(-74.2521125078 40.7550501823)
783638	Walsh Library	POINT(-74.2489119644 40.7438161863)
6722826	Big Crib	POINT(-74.253151 40.75608565)
6965365	Jubilee Hall	POINT(-74.24865233 40.74295139)
6966165	Corrigan Hall	POINT(-74.24983926 40.742042157)
827997	Scotland House	POINT(-74.2500695335 40.7558979601)
716784	Seton Hall University	POINT(-74.2475903034 40.742892016)
6798598	Department Of Public Works 	POINT(-74.2639634 40.7419505667)
850877	Cleanway Car Wash	POINT(-74.25208185 40.73969985)
7205883	Metcalf Park	POINT(-74.252203032 40.760091143)
118766	Tremont Place	POINT(-74.2448204667 40.7584771)
7331500	Underhill Sports Complex	POINT(-74.256787347 40.736100166)
970848	Pathmark	POINT(-74.2660574167 40.7385640667)
6382365	Colloseum Gym	POINT(-74.250381114 40.736093548)
4656501	West Orange NJ	POINT(-74.259472233 40.7624276)
4543880	So Orange & Maplewood BoE, Admin Bldg	POINT(-74.26522851 40.736835889)
1516876	Walgreens	POINT(-74.248961067 40.7353151)
896989	Columbia Senior High School	POINT(-74.2656511333 40.735535)
6357880	VA Medical Center	POINT(-74.2354449 40.753015733)
3423875	Ted's Fire Pit	POINT(-74.261401138 40.764318845)
1373114	Orchard Park	POINT(-74.273634667 40.740041483)
1459697	Villa Brutto Stronzo	POINT(-74.257691189 40.732287366)
1466256	Parker & Lancaster Jitney Stop	POINT(-74.260185816 40.732552804)
291067	South Mountain YMCA	POINT(-74.2693735833 40.7355565167)
1465330	Bed Sweet Bed	POINT(-74.257689977 40.732006253)
907521	Women's Club	POINT(-74.269107 40.734936)
7353028	Suzy Que's	POINT(-74.25116485 40.76603957)
7518270	Hat City Kitchen	POINT(-74.24851965 40.76583915)
6793906	CVS	POINT(-74.2508294 40.7663515)
6793916	L and Y cleaners 	POINT(-74.2508294 40.7663515)
6830669	Krauser's	POINT(-74.25079355 40.766515)
6952108	Peking House	POINT(-74.25054005 40.7667988667)
6878873	Lucky 7 Wine And Liquors 	POINT(-74.2503123833 40.7669560667)
6894784	Social Media Today World HQ	POINT(-74.270428816 40.733855484)
7301260	EJ Cafe & Grill	POINT(-74.270275345 40.733758967)
7378095	Little One & Co.	POINT(-74.27072179 40.73309278)
7361171	Claudia's House	POINT(-74.268642517 40.76579835)
652354	5 Brookside 07040 Maplewood	POINT(-74.2762286 40.736316)
6750084	Finish Line Car Wash	POINT(-74.2473408 40.767857725)
3559428	Casa de Raven	POINT(-74.260879587 40.729090741)
388566	Delta Gas	POINT(-74.2713751667 40.73248515)
6909563	Shell Gas Station	POINT(-74.2287728667 40.7460972667)
1957748	Highland Avenue Train Station	POINT(-74.243363142 40.76735478)
657549	Memorial Park Playground	POINT(-74.2721053833 40.7320481667)
6811491	Morrow Memorial United Methodist Church	POINT(-74.272904 40.73242)
1236254	Shell das	POINT(-74.271769417 40.731609217)
5310737	Les Saisons	POINT(-74.2523431778 40.7276490336)
739279	Cherry HIll Mall	POINT(-74.276 40.734)
6946344	Hat City Kitchen	POINT(-74.2464465667 40.7691612333)
6946347	Luna Stage	POINT(-74.2464458833 40.7691625667)
297637	Maplewood Municipal Building	POINT(-74.27110585 40.7302111167)
5345291	Winchester Gardens	POINT(-74.2542850971 40.7265839267)
2238475	Casa de Jaffe	POINT(-74.282823801 40.7393431664)
1456119	White Castle	POINT(-74.240013717 40.7683932)
553257	Burgdorff Center For The Performing Arts	POINT(-74.2765850167 40.73217465)
1481773	Valley National Bank	POINT(-74.275612807 40.73148058)
202258	Maplewood Movie Theater	POINT(-74.2763442993 40.7318725586)
298590	Bill & Harry	POINT(-74.2758855667 40.7315189167)
6592322	Baker Street Yoga	POINT(-74.271689 40.729053)
27498	Maplewood Train Station	POINT(-74.2755345667 40.730991)
1203052	Maplewood Deli & Grille	POINT(-74.27635375 40.731519067)
906106	Freeman's Fish Market	POINT(-74.275709 40.730973825)
552570	Roman Gourmet	POINT(-74.2764616013 40.7313564483)
388491	King's	POINT(-74.2768143333 40.7312973667)
189850	Maplewood Post Office	POINT(-74.2764911167 40.7310343333)
122203	Memorial Park	POINT(-74.2748568833 40.7296912333)
664023	Village Trattoria	POINT(-74.27741275 40.7312404)
1458143	Maplewood Community Pool	POINT(-74.253617566 40.724669007)
568409	Village Coffee Company	POINT(-74.2770018333 40.7307558)
1390461	Bank of America	POINT(-74.277555833 40.73110025)
289596	Village Barbers	POINT(-74.2776083745 40.7309092321)
928056	Kim's Nails & Spa	POINT(-74.2777898833 40.7308656667)
6745673	Highland Place	POINT(-74.278256988 40.730920268)
105052	Lukes' Kitchen	POINT(-74.2778986297 40.7306626856)
474089	Anthony Garubo Salon	POINT(-74.2778978333 40.730659)
510993	Leo Nails	POINT(-74.2781357277 40.7306788038)
1720216	Maplewood Memorial Library	POINT(-74.275989532 40.729266988)
37108	Indigo Smoke	POINT(-74.2785868 40.7309811667)
1230855	Words	POINT(-74.278050114 40.730579985)
7540002	Keller Williams Midtown Direct	POINT(-74.278157119 40.730493983)
73427	Bagel Chateau	POINT(-74.2782081826 40.7304711313)
7128992	WokStar	POINT(-74.2782914 40.730471187)
7407762	Maplecrest Park	POINT(-74.2586534188 40.723749341)
554046	Village Ice Cream Parlor	POINT(-74.27836305 40.7304299)
1286799	Arturo's	POINT(-74.278269383 40.730336067)
6750061	Seton Hall Prep	POINT(-74.24669485 40.773279625)
7213992	Woolley Fuel Company	POINT(-74.265231 40.724428)
1092981	Maplewood Country Club	POINT(-74.2752921581 40.7281476259)
408356	Lawrence Kantor Inc.	POINT(-74.2377375124 40.7705049233)
